timestamp,company_code,company_name,financial_year,source,source_url,output_file,action,status,message
2026-08-27T18:45:58,TCS,Tata Consultancy Services,2024-25,APR_MAR,2024-25,Existing canonical PDF,SKIP,PASS,D:\capstone-phase3-implementation\capstone-implementation\brsr-pdfs\TCS_BR_24-25.pdf,f5403da4b5c647ff1f1e769c8bf393799cacf319ad2b931b7b1a8f11e2591489,valid canonical PDF already exists
2026-08-27T18:46:06,INFY,Infosys,2024-25,APR_MAR,2024-25,Existing canonical PDF,SKIP,PASS,D:\capstone-phase3-implementation\capstone-implementation\brsr-pdfs\INFY_BR_24-25.pdf,236c06edb758b61b5379319d09ca3a1141cf495cb99fa0564372bdefd21caf41,valid canonical PDF already exists
2026-08-27T18:46:08,WIPRO,Wipro,2024-25,APR_MAR,2024-25,Existing canonical PDF,SKIP,PASS,D:\capstone-phase3-implementation\capstone-implementation\brsr-pdfs\WIPRO_BR_24-25.pdf,bb41006ae043ae356fb70458d7892e8d93f8cd29d96ef7c7b94220f0f74f0156,valid canonical PDF already exists
2026-08-27T18:46:09,HCLTECH,HCL Technologies,2024-25,APR_MAR,2024-25,Existing canonical PDF,SKIP,PASS,D:\capstone-phase3-implementation\capstone-implementation\brsr-pdfs\HCLTECH_BR_24-25.pdf,f640844c703e63106e97d092ae4db4c49f4b1ebec6f2800cb4f2949c9a9339e9,valid canonical PDF already exists
2026-08-27T18:46:13,TECHM,Tech Mahindra,2024-25,APR_MAR,2024-25,Existing canonical PDF,SKIP,PASS,D:\capstone-phase3-implementation\capstone-implementation\brsr-pdfs\TECHM_BR_24-25.pdf,af6f81d6ea452871d6afb84d3b4517154d260295336101e231ee2b30002ac85f,valid canonical PDF already exists
2026-08-27T18:46:23,LTIM,LTIMindtree,2024-25,APR_MAR,2024-25,Existing canonical PDF,SKIP,PASS,D:\capstone-phase3-implementation\capstone-implementation\brsr-pdfs\LTIM_BR_24-25.pdf,3ee9cbeea005d86c0f92a7d4b1a160d6d8006d1ff21ca018d5304bb5b172bb3f,valid canonical PDF already exists
2026-08-27T18:47:24,MPHASIS,Mphasis,2024-25,APR_MAR,2024-25,Existing canonical PDF,SKIP,PASS,D:\capstone-phase3-implementation\capstone-implementation\brsr-pdfs\MPHASIS_BR_24-25.pdf,fd561603126e6f203e3e4f729217248a5550a071f9d09fbfabed3cbeb6554de2,valid canonical PDF already exists
2026-08-27T18:47:27,PERSISTENT,Persistent Systems,2024-25,APR_MAR,2024-25,Existing canonical PDF,SKIP,PASS,D:\capstone-phase3-implementation\capstone-implementation\brsr-pdfs\PERSISTENT_BR_24-25.pdf,d27c24daf9e35d8d6aaf5814ab7b9c596105626c2b588466bb9a7f8de5e34086,valid canonical PDF already exists
2026-08-27T18:47:33,COFORGE,Coforge,2024-25,APR_MAR,2024-25,Existing canonical PDF,SKIP,PASS,D:\capstone-phase3-implementation\capstone-implementation\brsr-pdfs\COFORGE_BR_24-25.pdf,f81a765bb8a1682417a1eebe1dccacfb43b0a7ff41fd16e43114f68d3bd40a46,valid canonical PDF already exists
2026-08-27T18:47:45,LTTS,L&T Technology Services,2024-25,APR_MAR,2024-25,Existing canonical PDF,SKIP,PASS,D:\capstone-phase3-implementation\capstone-implementation\brsr-pdfs\LTTS_BR_24-25.pdf,357963470db86aff8c6744f61077129849c78533bc434baac2433b78b83eb562,valid canonical PDF already exists
2026-08-27T18:47:49,TATAELXSI,Tata Elxsi,2024-25,APR_MAR,2024-25,Existing canonical PDF,SKIP,PASS,D:\capstone-phase3-implementation\capstone-implementation\brsr-pdfs\TATAELXSI_BR_24-25.pdf,1b9e2dbe88505d7f4e5ada466389243e846abb122b28f17e8548f7c1e99b9ad5,valid canonical PDF already exists
2026-08-27T18:47:51,OFSS,Oracle Financial Services Software,2024-25,APR_MAR,2024-25,Existing canonical PDF,SKIP,PASS,D:\capstone-phase3-implementation\capstone-implementation\brsr-pdfs\OFSS_BR_24-25.pdf,15c3b0074ed5ef5ee9d0987ecd6c526802a142993a7250cb64e156e718b78f48,valid canonical PDF already exists
2026-08-27T18:48:03,KPITTECH,KPIT Technologies,2024-25,APR_MAR,2024-25,Existing canonical PDF,SKIP,PASS,D:\capstone-phase3-implementation\capstone-implementation\brsr-pdfs\KPITTECH_BR_24-25.pdf,4684905154541fdd8a5ae17d5fcbeb0193ac0e8cd210cddcd172d14d9a316668,valid canonical PDF already exists
2026-08-27T18:48:24,CYIENT,Cyient,2024-25,APR_MAR,2024-25,Existing canonical PDF,SKIP,PASS,D:\capstone-phase3-implementation\capstone-implementation\brsr-pdfs\CYIENT_BR_24-25.pdf,8bfb4ec2b5a88207e79f679d50d50514720d4c1189505bf81fccc0a982c2c2ff,valid canonical PDF already exists
